point_id,set_number,serving_team,receiving_team,home_team,visiting_team,home_team_id,visiting_team_id,home_setter_position,visiting_setter_position,home_p1,home_p2,home_p3,home_p4,home_p5,home_p6,visiting_p1,visiting_p2,visiting_p3,visiting_p4,visiting_p5,visiting_p6,home_player_id1,home_player_id2,home_player_id3,home_player_id4,home_player_id5,home_player_id6,visiting_player_id1,visiting_player_id2,visiting_player_id3,visiting_player_id4,visiting_player_id5,visiting_player_id6,server_id,serve_eval_code,receiver_id,receive_eval_code,setter_id,set_code,set_type,attacker_id,attack_code,attack_eval_code,home_score_start_of_point,visiting_score_start_of_point,score_diff,is_ace,is_overpass,out_of_system,no_set,no_attack
179,4,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,1,6,22,1,5,15,9,17,14,42,18,55,7,22,-552120,-429606,-503356,-552112,-503355,-336122,-550142,-379096,-441102,-379097,-379095,-550141,-550142,-,-503355,+,-552120,K7,F,-429606,X5,#,21,23,2,FALSE,FALSE,FALSE,FALSE,FALSE
180,4,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,6,6,1,5,15,9,17,22,14,42,18,55,7,22,-429606,-503356,-552112,-503355,-336122,-552120,-550142,-379096,-441102,-379097,-379095,-550141,-429606,+,-550142,-,-550141,NA,NA,-379097,V5,#,21,24,3,FALSE,FALSE,TRUE,FALSE,FALSE
181,4,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,6,5,1,5,15,9,17,22,42,18,55,7,22,14,-429606,-503356,-552112,-503355,-336122,-552120,-379096,-441102,-379097,-379095,-550141,-550142,-434966,+,-429606,-,-552120,NA,NA,-503355,X5,-,22,24,2,FALSE,FALSE,TRUE,FALSE,FALSE
182,4,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,5,5,5,15,9,17,22,1,42,18,55,7,22,14,-503356,-552112,-503355,-336122,-552120,-429606,-379096,-441102,-379097,-379095,-550141,-550142,-503354,+,-434966,-,-550141,NA,NA,-441102,V6,-,23,24,1,FALSE,FALSE,TRUE,FALSE,FALSE
183,4,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,5,5,5,15,9,17,22,1,42,18,55,7,22,14,-503356,-552112,-503355,-336122,-552120,-429606,-379096,-441102,-379097,-379095,-550141,-550142,-503354,!,-550142,!,-550141,K1,B,-441102,X6,=,24,24,0,FALSE,FALSE,TRUE,FALSE,FALSE
184,4,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,5,5,5,15,9,17,22,1,42,18,55,7,22,14,-503356,-552112,-503355,-336122,-552120,-429606,-379096,-441102,-379097,-379095,-550141,-550142,-503354,-,-379097,+,-550141,K7,C,-379095,XM,+,24,25,1,FALSE,FALSE,FALSE,FALSE,FALSE
185,4,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,5,4,5,15,9,17,22,1,4,55,7,22,14,42,-503356,-552112,-503355,-336122,-552120,-429606,-542354,-379097,-379095,-550141,-550142,-379096,-434966,!,-503355,!,-552120,K7,F,-503355,X5,-,24,26,2,FALSE,FALSE,TRUE,FALSE,FALSE
186,5,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,1,5,22,9,5,15,1,17,42,18,55,7,22,14,-552120,-503355,-503356,-552112,-429606,-336122,-379096,-441102,-379097,-379095,-550141,-550142,-434966,-,-429606,+,-552120,K7,F,-503355,X5,-,1,0,-1,FALSE,FALSE,FALSE,FALSE,FALSE
187,5,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,6,5,9,5,15,1,17,22,42,18,55,7,22,14,-503355,-503356,-552112,-429606,-336122,-552120,-379096,-441102,-379097,-379095,-550141,-550142,-503355,-,-550142,+,-550141,K1,B,-441102,X4,-,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
188,5,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,6,4,9,5,15,1,17,22,4,55,7,22,14,42,-503355,-503356,-552112,-429606,-336122,-552120,-542354,-379097,-379095,-550141,-550142,-379096,-542354,!,-429606,!,-552120,KB,B,-552112,X4,+,1,2,1,FALSE,FALSE,TRUE,FALSE,FALSE
189,5,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,6,4,9,5,15,1,17,22,4,55,7,22,14,42,-503355,-503356,-552112,-429606,-336122,-552120,-542354,-379097,-379095,-550141,-550142,-379096,-542354,-,-503354,#,-552120,K2,B,-552112,X4,+,1,3,2,FALSE,FALSE,FALSE,FALSE,FALSE
190,5,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,6,4,9,5,15,11,17,22,4,55,7,22,14,42,-503355,-503356,-552112,-552110,-336122,-552120,-542354,-379097,-379095,-550141,-550142,-379096,-542354,-,-503355,+,-552120,K2,F,-552110,X5,#,2,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
191,5,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,5,4,5,15,11,17,22,9,4,55,7,22,14,42,-503356,-552112,-552110,-336122,-552120,-503355,-542354,-379097,-379095,-550141,-550142,-379096,-503354,-,-379097,#,-550141,KS,C,-379095,CF,#,2,4,2,FALSE,FALSE,FALSE,FALSE,FALSE
192,5,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,5,3,5,15,11,17,22,9,55,7,22,10,42,4,-503356,-552112,-552110,-336122,-552120,-503355,-379097,-379095,-550141,-542277,-379096,-542354,-379097,-,-503355,+,-552120,KM,B,-552112,X6,/,2,5,3,FALSE,FALSE,FALSE,FALSE,FALSE
194,5,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,4,3,15,11,17,6,9,5,55,7,22,10,42,4,-552112,-552110,-336122,-512356,-503355,-503356,-379097,-379095,-550141,-542277,-379096,-542354,-552112,-,-542354,+,-550141,KS,P,-379097,XP,-,4,5,1,FALSE,FALSE,FALSE,FALSE,FALSE
196,5,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,4,2,4,11,17,6,9,5,7,22,10,42,4,55,-383204,-552110,-336122,-512356,-503355,-503356,-379095,-550141,-542277,-379096,-542354,-379097,-379095,+,-383204,-,-512356,NA,NA,NA,NA,NA,4,7,3,FALSE,FALSE,TRUE,FALSE,TRUE
197,5,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,4,2,4,11,17,6,9,5,7,22,10,42,4,55,-383204,-552110,-336122,-512356,-503355,-503356,-379095,-550141,-542277,-379096,-542354,-379097,-379095,+,-383204,-,-512356,KS,F,-552110,X5,/,4,8,4,FALSE,FALSE,TRUE,FALSE,FALSE
198,5,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,4,2,4,11,17,6,9,5,7,22,10,42,4,55,-383204,-552110,-336122,-512356,-503355,-503356,-379095,-550141,-542277,-379096,-542354,-379097,-379095,#,-503354,=,NA,NA,NA,NA,NA,NA,4,9,5,TRUE,TRUE,FALSE,TRUE,TRUE
199,5,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,4,2,4,11,17,6,9,5,7,22,10,42,4,55,-383204,-552110,-336122,-512356,-503355,-503356,-379095,-550141,-542277,-379096,-542354,-379097,-379095,!,-503354,!,-512356,K1,C,-336122,X1,#,5,9,4,FALSE,FALSE,TRUE,FALSE,FALSE
202,5,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,2,1,17,6,9,5,4,1,22,10,42,18,55,7,-336122,-512356,-503355,-503356,-383204,-429606,-550141,-542277,-379096,-441102,-379097,-379095,-336122,-,-434966,+,-550141,K7,F,-441102,X9,#,6,11,5,FALSE,FALSE,FALSE,FALSE,FALSE
203,5,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,2,6,17,6,9,5,4,1,14,42,18,55,7,22,-336122,-512356,-503355,-503356,-383204,-429606,-550142,-379096,-441102,-379097,-379095,-550141,-550142,+,-429606,-,-503354,NA,NA,-503355,V5,-,6,12,6,FALSE,FALSE,TRUE,FALSE,FALSE
204,5,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,2,6,17,22,9,5,4,1,14,42,18,55,7,22,-336122,-552120,-503355,-503356,-383204,-429606,-550142,-379096,-441102,-379097,-379095,-550141,-550142,-,-429606,+,-552120,KB,F,-503355,X5,#,7,12,5,FALSE,FALSE,FALSE,FALSE,FALSE
205,5,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,1,6,22,9,5,15,1,17,14,42,18,55,7,22,-552120,-503355,-503356,-552112,-429606,-336122,-550142,-379096,-441102,-379097,-379095,-550141,-552120,-,-550142,+,-550141,KM,F,-379097,X5,-,8,12,4,FALSE,FALSE,FALSE,FALSE,FALSE
206,5,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,1,6,22,9,5,15,1,17,14,42,18,55,7,22,-552120,-503355,-503356,-552112,-429606,-336122,-550142,-379096,-441102,-379097,-379095,-550141,-552120,-,-434966,+,-550141,K1,C,-379096,X1,-,9,12,3,FALSE,FALSE,FALSE,FALSE,FALSE
207,5,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,1,6,22,9,5,15,1,17,14,42,18,55,7,22,-552120,-503355,-503356,-552112,-429606,-336122,-550142,-379096,-441102,-379097,-379095,-550141,-552120,-,-434966,#,-550141,K2,F,-379097,X5,#,9,13,4,FALSE,FALSE,FALSE,FALSE,FALSE
208,5,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,1,5,22,9,5,15,1,17,42,18,55,7,12,14,-552120,-503355,-503356,-552112,-429606,-336122,-379096,-441102,-379097,-379095,-379094,-550142,-434966,!,-429606,!,-552120,K7,F,-503355,X5,-,9,14,5,FALSE,FALSE,TRUE,FALSE,FALSE
209,5,"University of California, Berkeley",Duke University,Duke University,"University of California, Berkeley",22,249,1,5,22,9,5,15,1,17,42,18,55,7,12,14,-552120,-503355,-503356,-552112,-429606,-336122,-379096,-441102,-379097,-379095,-379094,-550142,-434966,-,-429606,+,-552120,K7,B,-552112,X4,#,10,14,4,FALSE,FALSE,FALSE,FALSE,FALSE
210,5,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,6,5,9,5,15,11,17,22,42,18,55,7,12,14,-503355,-503356,-552112,-552110,-336122,-552120,-379096,-441102,-379097,-379095,-379094,-550142,-503354,-,-550142,+,-379094,K1,B,-441102,X4,=,11,14,3,FALSE,FALSE,FALSE,FALSE,FALSE
211,5,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,6,5,9,5,15,11,17,22,42,18,55,7,12,14,-503355,-503356,-552112,-552110,-336122,-552120,-379096,-441102,-379097,-379095,-379094,-550142,-503355,-,-379097,+,-379094,K7,B,-441102,X4,-,12,14,2,FALSE,FALSE,FALSE,FALSE,FALSE
212,5,Duke University,"University of California, Berkeley",Duke University,"University of California, Berkeley",22,249,6,5,9,5,15,11,17,22,42,18,55,7,12,14,-503355,-503356,-552112,-552110,-336122,-552120,-379096,-441102,-379097,-379095,-379094,-550142,-503355,-,-550142,+,-379094,K1,C,-379095,X1,-,12,15,3,FALSE,FALSE,FALSE,FALSE,FALSE
